gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ACHN_DNMT3Awt_1	ACHN_DNMT3Awt_2	ACHN_DNMT3Awt_3	ACHN_Shscramble_1	ACHN_Shscramble_2	ACHN_Shscramble_3	symbol	description	term	threshold
ENSG00000204267	591.683	0.273	0.084	3.257	0.00112436123359223	0.00413750864791133	643.02	658.17	641	548.22	533.4	526.28	TAP2	transporter	2,	TRUE
ENSG00000082482	45.255	-0.944	0.29	-3.257	0.0011249551212943	0.00413883092477854	35.61	24.62	32.77	51.56	64.29	62.68	KCNK2	potassium	two	TRUE
ENSG00000197217	2662.577	0.173	0.053	3.257	0.00112580495740011	0.00414109411576504	2861.05	2685.71	2920.64	2495.92	2485.2	2526.94	ENTPD4	ectonucleoside	triphosphate	TRUE
ENSG00000248092	209.79	0.433	0.133	3.257	0.00112706581470236	0.00414486792422325	249.27	235.8	238.08	174.67	182.82	178.08	NNT-AS1	NNT	antisense	TRUE
ENSG00000137760	506.022	0.325	0.1	3.256	0.00112980146157798	0.00415406267754604	550.44	508.54	629.43	459.83	463.09	424.8	ALKBH8	alkB	homolog	TRUE
ENSG00000112511	673.354	-0.283	0.087	-3.256	0.00113028038835784	0.0041549578026196	643.02	633.55	546.53	719.73	725.27	772.01	PHF1	PHD	finger	TRUE
ENSG00000260917	288.239	-0.416	0.128	-3.255	0.00113489264594701	0.00417104368626017	272.67	261.37	207.24	313.57	316.43	358.15	AL158212.3	NA	NA	TRUE
ENSG00000127337	1017.445	0.246	0.076	3.255	0.00113573071540063	0.0041732545758526	1069.33	1039.81	1202.96	967.01	929.19	896.37	YEATS4	YEATS	domain	TRUE
ENSG00000076555	308.539	-0.367	0.113	-3.254	0.00113760382837867	0.0041792670313849	265.55	257.59	285.32	345.14	335.51	362.13	ACACB	acetyl-CoA	carboxylase	TRUE
ENSG00000184908	37.009	-1.033	0.317	-3.254	0.0011394167952251	0.00418505606822376	19.33	28.41	25.06	46.3	50.23	52.73	CLCNKB	chloride	voltage-gated	TRUE
ENSG00000177425	6897.784	0.188	0.058	3.253	0.00114201467662605	0.00419372507160597	7091.58	7174.53	7771.98	6990.05	6349.62	6008.95	PAWR	pro-apoptotic	WT1	TRUE
ENSG00000253626	90.005	0.838	0.258	3.252	0.00114729996976867	0.00421225717157058	131.25	148.68	66.51	53.66	67.3	72.62	EIF5AL1	eukaryotic	translation	TRUE
ENSG00000270157	69.005	-0.753	0.232	-3.251	0.00114956816920395	0.00421970674965751	53.92	47.35	53.01	77.87	84.38	97.5	AC004918.3	NA	NA	TRUE
ENSG00000219626	71.572	-0.736	0.226	-3.251	0.00115086808809504	0.00422359971182134	57.99	51.14	52.05	85.23	99.45	83.57	FAM228B	family	with	TRUE
ENSG00000157538	1422.813	-0.2	0.062	-3.25	0.00115318163365084	0.00423121021538137	1284.01	1322.02	1366.82	1505.76	1557.02	1501.24	VPS26C	VPS26	endosomal	TRUE
ENSG00000230487	170.035	-0.49	0.151	-3.25	0.00115492114656151	0.00423671177361284	147.53	143	133.98	179.93	197.89	217.87	PSMG3-AS1	PSMG3	antisense	TRUE
ENSG00000186260	1119.29	-0.279	0.086	-3.249	0.00115747744158391	0.00424520670479073	1004.22	909.13	1120.06	1314.25	1273.74	1094.35	MRTFB	myocardin	related	TRUE
ENSG00000005020	3906.72	-0.176	0.054	-3.249	0.00115988007977408	0.00425313466492386	3521.37	3596.73	3886.47	4296.31	4185.87	3953.57	SKAP2	src	kinase	TRUE
ENSG00000148737	560.454	0.287	0.088	3.248	0.00116044135429713	0.00425430868409991	585.03	643.96	618.83	491.4	495.23	528.27	TCF7L2	transcription	factor	TRUE
ENSG00000125398	68.78	0.81	0.249	3.248	0.00116338997835338	0.00426334707539882	96.66	93.75	72.29	62.08	36.16	51.73	SOX9	SRY-box	9	TRUE
ENSG00000148356	818.129	-0.244	0.075	-3.248	0.00116316747265751	0.00426334707539882	750.87	779.39	717.15	905.98	873.94	881.45	LRSAM1	leucine	rich	TRUE
ENSG00000100075	1397.922	0.231	0.071	3.248	0.0011642000993066	0.00426542997347695	1490.56	1578.66	1459.35	1223.76	1221.51	1413.69	SLC25A1	solute	carrier	TRUE
ENSG00000132330	107.95	0.606	0.187	3.246	0.00116966970070307	0.00428458000184881	132.27	137.32	121.45	74.71	92.42	89.54	SCLY	selenocysteine	lyase	TRUE
ENSG00000141447	921.271	-0.239	0.074	-3.246	0.00117013707230172	0.00428540237458777	869.91	822	843.42	1038.56	1015.58	938.15	OSBPL1A	oxysterol	binding	TRUE
ENSG00000067836	359.574	-0.374	0.115	-3.246	0.00117158168306144	0.00428980261415627	320.49	349.45	269.89	383.02	403.82	430.77	ROGDI	rogdi	atypical	TRUE
ENSG00000168671	179.632	0.48	0.148	3.244	0.00117723084977439	0.00430959301748322	186.19	227.28	213.99	148.37	157.71	144.25	UGT3A2	UDP	glycosyltransferase	TRUE
ENSG00000092108	1200.435	0.206	0.064	3.244	0.00117956330917361	0.0043172359656437	1267.74	1290.77	1299.35	1118.53	1109	1117.23	SCFD1	sec1	family	TRUE
ENSG00000172795	1002.159	0.23	0.071	3.243	0.00118178929984662	0.00432448614595471	1109.01	1066.33	1069.94	967.01	927.18	873.49	DCP2	decapping	mRNA	TRUE
ENSG00000106799	758.13	-0.277	0.086	-3.243	0.00118220574281957	0.0043251130690548	695.93	635.44	724.86	902.82	820.7	769.03	TGFBR1	transforming	growth	TRUE
ENSG00000062282	22.397	1.469	0.453	3.243	0.00118403237969348	0.00433089787307036	35.61	30.3	32.77	12.63	19.09	3.98	DGAT2	diacylglycerol	O-acyltransferase	TRUE
ENSG00000147041	61.839	-0.837	0.258	-3.243	0.00118475818731915	0.00433265455238267	37.65	50.19	45.3	61.03	80.36	96.5	SYTL5	synaptotagmin	like	TRUE
ENSG00000228649	165.879	0.487	0.15	3.242	0.00118696141993676	0.00433981231968176	187.21	188.45	205.31	128.37	144.65	141.27	SNHG26	small	nucleolar	TRUE
ENSG00000123091	2402.602	-0.213	0.066	-3.242	0.00118787102952896	0.00434223830868831	2265.85	2088.15	2322.05	2810.54	2531.41	2397.61	RNF11	ring	finger	TRUE
ENSG00000164066	384.92	-0.354	0.109	-3.241	0.00119226561979748	0.00435739992985223	314.39	365.54	333.51	442.99	464.09	388.99	INTU	inturned	planar	TRUE
ENSG00000116497	764.659	0.28	0.086	3.241	0.00119276699518478	0.00435832959826783	920.79	807.8	788.48	633.45	710.2	727.24	S100PBP	S100P	binding	TRUE
ENSG00000133083	797.964	-0.271	0.084	-3.24	0.00119327364890292	0.00435927816457393	797.68	671.43	700.76	910.19	883.98	823.74	DCLK1	doublecortin	like	TRUE
ENSG00000107957	534.311	-0.3	0.093	-3.24	0.00119382307256465	0.00436038255338505	497.53	505.7	433.76	569.26	600.71	598.91	SH3PXD2A	SH3	and	TRUE
ENSG00000021355	1908.922	-0.178	0.055	-3.24	0.00119471896459209	0.00436184898204582	1794.77	1800.26	1779.37	1986.63	2030.15	2062.34	SERPINB1	serpin	family	TRUE
ENSG00000159593	2823.316	0.176	0.054	3.24	0.00119457621999002	0.00436184898204582	3026.9	2901.63	3057.51	2535.91	2785.55	2632.4	NAE1	NEDD8	activating	TRUE
ENSG00000067704	8146.835	0.147	0.045	3.24	0.00119509796114085	0.00436233006295619	8585.19	8197.29	8905.53	7853.94	7785.09	7553.97	IARS2	isoleucyl-tRNA	synthetase	TRUE
ENSG00000272335	181.328	-0.483	0.149	-3.24	0.00119655886661545	0.0043667592970899	144.48	167.62	141.69	188.35	219.99	225.83	AC093297.2	NA	NA	TRUE
ENSG00000198898	5379.133	-0.179	0.055	-3.239	0.00119745435527875	0.00436912367636341	5045.5	4834.47	5255.22	6038.82	5803.15	5297.63	CAPZA2	capping	actin	TRUE
ENSG00000067066	3037.902	0.159	0.049	3.239	0.00119836992813435	0.00437156034358705	3257.86	3169.63	3187.64	2852.63	2937.24	2822.42	SP100	SP100	nuclear	TRUE
ENSG00000231530	11.395	-2.012	0.621	-3.238	0.00120169102298452	0.00438276934695365	3.05	7.58	2.89	17.89	16.07	20.89	AL157932.1	NA	NA	TRUE
ENSG00000158806	204.709	-0.483	0.149	-3.238	0.00120347675749058	0.00438837515724765	143.46	205.5	162.9	253.59	227.02	235.78	NPM2	nucleophosmin/nucleoplasmin	2	TRUE
ENSG00000176024	44.96	-0.937	0.29	-3.237	0.00120934627864542	0.00440886675345008	26.45	30.3	35.66	67.34	58.26	51.73	ZNF613	zinc	finger	TRUE
ENSG00000052850	22.271	-1.392	0.43	-3.236	0.0012109279504426	0.00441372106704394	7.12	17.05	12.53	38.93	30.14	27.86	ALX4	ALX	homeobox	TRUE
ENSG00000146676	2315.791	-0.189	0.058	-3.236	0.00121230227284076	0.00441781776213862	2132.56	2099.51	2260.36	2412.79	2614.78	2374.73	PURB	purine	rich	TRUE
ENSG00000117114	2767.894	-0.212	0.065	-3.236	0.00121351851608596	0.00442133681939639	2493.76	2388.35	2812.68	3086.23	3044.72	2781.63	ADGRL2	adhesion	G	TRUE
ENSG00000112685	1683.578	-0.196	0.061	-3.235	0.00121747704186171	0.0044348436010838	1606.54	1501.01	1601.05	1871.94	1769.98	1750.95	EXOC2	exocyst	complex	TRUE
ENSG00000128311	588.196	-0.303	0.094	-3.235	0.00121796228454435	0.00443569546146233	501.6	540.74	537.86	573.47	683.08	692.42	TST	thiosulfate	sulfurtransferase	TRUE
ENSG00000165695	13.746	-1.794	0.555	-3.234	0.0012194287983014	0.00444011992282875	4.07	7.58	6.75	23.15	15.07	25.87	AK8	adenylate	kinase	TRUE
ENSG00000010244	4304.597	0.161	0.05	3.234	0.00122107683813814	0.00444520338538218	4592.74	4509.65	4530.36	3860.68	4260.2	4073.95	ZNF207	zinc	finger	TRUE
ENSG00000104687	2677.951	-0.163	0.051	-3.234	0.00122245356616967	0.00444929727208413	2570.06	2453.7	2556.28	2830.53	2828.75	2828.38	GSR	glutathione-disulfide	reductase	TRUE
ENSG00000170315	11021.007	0.19	0.059	3.233	0.00122370359905445	0.00445292843994964	11410.63	12450.3	11370.24	10333.03	9415.43	11146.4	UBB	ubiquitin	B	TRUE
ENSG00000135333	1273.241	-0.255	0.079	-3.232	0.00123074498102755	0.00447762787427447	1077.47	1108.95	1295.49	1465.77	1413.37	1278.39	EPHA7	EPH	receptor	TRUE
ENSG00000130313	1094.612	-0.217	0.067	-3.231	0.00123174212712373	0.00447976247791331	996.08	1041.71	999.57	1212.18	1148.17	1169.95	PGLS	6-phosphogluconolactonase	protein	TRUE
ENSG00000172725	1686.18	0.201	0.062	3.231	0.00123183947536613	0.00447976247791331	1821.22	1764.27	1824.68	1547.85	1486.7	1672.36	CORO1B	coronin	1B	TRUE
ENSG00000062822	979.432	0.247	0.076	3.231	0.00123486730688312	0.00448984826498098	1168.03	1021.82	999.57	901.77	892.02	893.38	POLD1	DNA	polymerase	TRUE
ENSG00000176170	199.405	1.191	0.369	3.23	0.00123765443188042	0.00449905489298103	416.13	237.7	178.32	128.37	115.52	120.38	SPHK1	sphingosine	kinase	TRUE
ENSG00000125814	373.288	0.337	0.104	3.229	0.00124051012091411	0.00450850691730781	430.38	400.58	419.3	313.57	350.58	325.32	NAPB	NSF	attachment	TRUE
ENSG00000109390	604.954	0.305	0.095	3.229	0.00124183520433243	0.0045123933650012	685.76	676.16	644.85	476.67	538.43	607.86	NDUFC1	NADH:ubiquinone	oxidoreductase	TRUE
ENSG00000145022	299.602	0.385	0.119	3.229	0.00124253324622913	0.00451400023259481	360.18	344.71	313.27	277.79	233.05	268.61	TCTA	T	cell	TRUE
ENSG00000204564	188.36	0.462	0.143	3.228	0.00124640330031838	0.00452712767272906	216.72	234.86	203.38	148.37	157.71	169.13	C6orf136	chromosome	6	TRUE
ENSG00000188833	17.934	-1.486	0.461	-3.227	0.0012511474330032	0.0045434238434537	10.17	9.47	8.68	26.31	26.12	26.86	ENTPD8	ectonucleoside	triphosphate	TRUE
ENSG00000204160	768.055	0.264	0.082	3.227	0.00125227490642608	0.00454658245347492	806.83	839.05	868.48	683.96	650.93	759.08	ZDHHC18	zinc	finger	TRUE
ENSG00000059122	2031.82	-0.198	0.061	-3.226	0.00125424691010614	0.00455280533405118	1978.93	1958.41	1741.78	2185.51	2134.62	2191.67	FLYWCH1	FLYWCH-type	zinc	TRUE
ENSG00000091317	2744.977	0.202	0.062	3.226	0.00125512237741591	0.00455504614346024	2972.97	2715.07	3121.13	2690.59	2562.55	2407.56	CMTM6	CKLF	like	TRUE
ENSG00000113194	1888.659	-0.19	0.059	-3.225	0.00125804704409584	0.0045647213845509	1788.67	1758.59	1745.63	2060.29	1894.54	2084.23	FAF2	Fas	associated	TRUE
ENSG00000144401	886.768	0.242	0.075	3.225	0.00125925331472964	0.00456758278123409	970.64	914.81	997.64	799.7	854.85	782.95	METTL21A	methyltransferase	like	TRUE
ENSG00000154898	13.627	-1.768	0.548	-3.225	0.0012594084127716	0.00456758278123409	6.1	4.74	7.71	24.2	22.1	16.91	CCDC144CP	coiled-coil	domain	TRUE
ENSG00000196236	739.443	-0.272	0.084	-3.225	0.00125961223085775	0.00456758278123409	615.55	685.63	708.47	769.19	865.9	791.91	XPNPEP3	X-prolyl	aminopeptidase	TRUE
ENSG00000137404	488.952	0.313	0.097	3.224	0.00126269863785875	0.00457783387405335	511.77	599.46	513.76	444.05	427.93	436.74	NRM	nurim	molecular_function	TRUE
ENSG00000177042	147.886	-0.544	0.169	-3.223	0.00126683798906323	0.00459189735353754	109.88	141.1	109.89	153.63	179.81	193	TMEM80	transmembrane	protein	TRUE
ENSG00000108669	1336.161	0.227	0.07	3.223	0.0012700950807716	0.00460275779425238	1580.09	1372.21	1371.64	1202.71	1258.67	1231.64	CYTH1	cytohesin	1	TRUE
ENSG00000106245	2453.152	0.18	0.056	3.222	0.00127360914273734	0.00461454483030807	2582.27	2633.63	2603.51	2153.94	2385.75	2359.81	BUD31	BUD31	homolog	TRUE
ENSG00000133275	1468.729	-0.224	0.07	-3.221	0.00127640914995767	0.00462374039232254	1418.32	1371.27	1275.25	1694.11	1468.62	1584.81	CSNK1G2	casein	kinase	TRUE
ENSG00000108556	8.388	-2.454	0.762	-3.22	0.00128146988337905	0.00464111988756638	1.02	1.89	4.82	12.63	13.06	16.91	CHRNE	cholinergic	receptor	TRUE
ENSG00000163412	126.438	-0.58	0.18	-3.22	0.00128209370974291	0.00464242633047685	93.6	107.01	103.14	178.88	146.66	129.33	EIF4E3	eukaryotic	translation	TRUE
ENSG00000162923	4039.73	-0.168	0.052	-3.22	0.00128281560151437	0.00464408725661079	3986.35	3699.01	3729.35	4464.67	4258.19	4100.81	WDR26	WD	repeat	TRUE
ENSG00000126216	796.247	0.247	0.077	3.219	0.0012856141829511	0.00465230973301317	880.09	822	890.65	746.04	737.32	701.38	TUBGCP3	tubulin	gamma	TRUE
ENSG00000198961	1916.745	-0.219	0.068	-3.219	0.0012855529240933	0.00465230973301317	1756.11	1649.69	1907.57	2187.61	2083.39	1916.1	PJA2	praja	ring	TRUE
ENSG00000132781	578.726	0.318	0.099	3.219	0.00128718604419983	0.00465704280293337	690.84	662.9	573.52	479.82	492.22	573.04	MUTYH	mutY	DNA	TRUE
ENSG00000108679	9533.229	0.153	0.048	3.219	0.00128844095393282	0.00466062743586401	9614.85	10411.4	10089.21	8910.39	8728.34	9445.19	LGALS3BP	galectin	3	TRUE
ENSG00000163026	445.489	0.324	0.101	3.218	0.00128945919491298	0.00466335468215607	478.2	482.03	525.33	433.52	387.75	366.11	WDCP	WD	repeat	TRUE
ENSG00000185298	1421.52	0.21	0.065	3.218	0.0012915439678284	0.00466993715416641	1503.78	1564.46	1506.59	1265.85	1275.75	1412.7	CCDC137	coiled-coil	domain	TRUE
ENSG00000136869	294.36	-0.373	0.116	-3.218	0.0012923329480503	0.00467183258929471	242.15	257.59	269.89	315.67	348.57	332.28	TLR4	toll	like	TRUE
ENSG00000158792	245.913	-0.403	0.125	-3.217	0.00129455247749493	0.00467889767828719	205.52	227.28	202.42	269.37	292.32	278.56	SPATA2L	spermatogenesis	associated	TRUE
ENSG00000085415	1267.35	0.228	0.071	3.217	0.00129739494496851	0.00468821089575452	1327.76	1350.43	1423.69	1212.18	1226.53	1063.5	SEH1L	SEH1	like	TRUE
ENSG00000168434	743.831	-0.254	0.079	-3.215	0.00130645289383672	0.00471997569855628	696.95	685.63	653.53	770.24	846.82	809.82	COG7	component	of	TRUE
ENSG00000221995	107.254	0.659	0.205	3.214	0.00130847685345055	0.00472632017996621	138.37	143	112.78	66.29	106.48	76.6	TIAF1	TGFB1-induced	anti-apoptotic	TRUE
ENSG00000174652	13.359	-1.85	0.576	-3.214	0.00130974870231548	0.00472994593785442	2.03	8.52	6.75	16.84	26.12	19.9	ZNF266	zinc	finger	TRUE
ENSG00000135720	7993.843	-0.132	0.041	-3.214	0.00131073234547129	0.00473252961650111	7624.73	7638.56	7624.5	8443.2	8478.21	8153.87	DYNC1LI2	dynein	cytoplasmic	TRUE
ENSG00000107643	2389.176	0.175	0.054	3.211	0.00132128092021218	0.00476866472430844	2501.89	2480.21	2617.97	2317.04	2250.14	2167.8	MAPK8	mitogen-activated	protein	TRUE
ENSG00000259207	1345.839	-0.25	0.078	-3.211	0.00132105325055498	0.00476866472430844	1377.62	1119.36	1192.35	1534.17	1371.18	1480.35	ITGB3	integrin	subunit	TRUE
ENSG00000127080	263.444	0.398	0.124	3.211	0.00132318944073581	0.00477457621304363	312.36	292.63	293.99	214.66	253.14	213.89	IPPK	inositol-pentakisphosphate	2-kinase	TRUE
ENSG00000155393	896.276	0.242	0.075	3.211	0.00132376374035948	0.00477567188686218	949.28	932.8	1031.38	814.44	856.86	792.9	HEATR3	HEAT	repeat	TRUE
ENSG00000102870	1392.805	-0.195	0.061	-3.21	0.00132731434541842	0.00478750237630988	1297.24	1284.14	1315.73	1467.88	1477.66	1514.18	ZNF629	zinc	finger	TRUE
ENSG00000100387	314.451	0.383	0.119	3.21	0.00132821274207306	0.00478976371017352	357.12	379.75	330.62	308.31	263.19	247.72	RBX1	ring-box	1	TRUE
ENSG00000166562	413.387	0.338	0.105	3.209	0.00133232284520681	0.00480360371959015	491.43	457.4	436.65	324.09	385.74	385.01	SEC11C	SEC11	homolog	TRUE
ENSG00000136167	7.472	2.675	0.834	3.208	0.00133780747469259	0.0048223928275691	10.17	17.05	11.57	1.05	2.01	2.98	LCP1	lymphocyte	cytosolic	TRUE
ENSG00000145907	5741.394	0.18	0.056	3.207	0.00134075666311544	0.00483203662595423	6109.75	5735.08	6454.32	5704.21	5373.22	5071.79	G3BP1	G3BP	stress	TRUE
ENSG00000231327	25.753	1.353	0.422	3.206	0.00134384908400602	0.00484219258470212	39.68	45.46	26.03	8.42	12.05	22.88	LINC01816	long	intergenic	TRUE
ENSG00000111412	1192.424	-0.275	0.086	-3.206	0.0013447437626517	0.00484343818983247	1008.29	994.36	1233.8	1422.63	1277.76	1217.71	C12orf49	chromosome	12	TRUE
ENSG00000153406	1382.621	0.215	0.067	3.206	0.00134456762671075	0.00484343818983247	1494.63	1565.4	1396.7	1233.23	1264.7	1341.07	NMRAL1	NmrA	like	TRUE
ENSG00000175137	1156.264	0.214	0.067	3.206	0.00134675052137279	0.00484967611216793	1244.33	1240.58	1240.55	1053.3	1031.65	1127.18	SH3BP5L	SH3	binding	TRUE
ENSG00000066583	508.183	0.315	0.098	3.205	0.00134861969557231	0.00485442564838298	527.04	586.2	576.42	492.45	463.09	403.91	ISOC1	isochorismatase	domain	TRUE
ENSG00000206535	82.559	0.671	0.209	3.205	0.00134835940153806	0.00485442564838298	99.71	95.65	108.92	63.13	62.28	65.66	LNP1	leukemia	NUP98	TRUE
ENSG00000109084	752.969	0.271	0.085	3.205	0.00135050191900322	0.00486020933322698	749.86	857.04	863.66	636.61	717.23	693.42	TMEM97	transmembrane	protein	TRUE
ENSG00000183688	590.509	0.278	0.087	3.204	0.00135337006078322	0.00486854530530476	649.13	625.97	666.06	569.26	513.31	519.32	RFLNB	refilin	B	TRUE
ENSG00000260966	65.949	-0.778	0.243	-3.204	0.00135316229798463	0.00486854530530476	57.99	37.88	50.12	75.76	86.39	87.55	AP001486.2	NA	NA	TRUE
ENSG00000104825	416.608	0.328	0.102	3.204	0.0013537329289302	0.00486885803729584	469.04	482.97	439.54	354.61	349.58	403.91	NFKBIB	NFKB	inhibitor	TRUE
ENSG00000100865	501.63	0.294	0.092	3.203	0.00136016774874761	0.00489083331186234	559.59	550.21	548.46	418.79	469.11	463.6	CINP	cyclin	dependent	TRUE
ENSG00000185950	377.987	0.375	0.117	3.203	0.00136039727371042	0.00489083331186234	476.16	411.95	392.31	377.76	299.35	310.4	IRS2	insulin	receptor	TRUE
ENSG00000186166	975.517	0.304	0.095	3.202	0.00136281278761629	0.00489851938021787	1116.14	1152.51	965.83	734.47	919.14	965.01	CCDC84	coiled-coil	domain	TRUE
ENSG00000196526	709.37	-0.253	0.079	-3.202	0.00136580466971882	0.00490827360431541	649.13	646.81	645.82	800.76	778.51	735.2	AFAP1	actin	filament	TRUE
ENSG00000163935	254.968	0.413	0.129	3.202	0.00136704935829412	0.0049117462690083	282.85	264.21	326.76	204.14	225.01	226.83	SFMBT1	Scm	like	TRUE
ENSG00000214944	1947.862	-0.177	0.055	-3.201	0.00136932981604761	0.00491893823374593	1799.86	1815.41	1870.94	2104.49	2030.15	2066.32	ARHGEF28	Rho	guanine	TRUE
ENSG00000128191	1088.358	-0.219	0.068	-3.201	0.00137086022388858	0.00492343347252473	1011.34	1016.14	989.93	1210.08	1194.38	1108.27	DGCR8	DGCR8	microprocessor	TRUE
ENSG00000162642	640.863	0.265	0.083	3.199	0.00137820752220307	0.00494800594668818	691.86	720.67	686.3	573.47	612.76	560.11	C1orf52	chromosome	1	TRUE
ENSG00000240184	347.402	-0.355	0.111	-3.199	0.00137826292025913	0.00494800594668818	314.39	270.84	329.66	398.8	382.72	388	PCDHGC3	protocadherin	gamma	TRUE
ENSG00000010295	1125.697	-0.258	0.081	-3.198	0.00138353905322291	0.00496492710883023	1077.47	1086.22	912.82	1150.1	1202.42	1325.15	IFFO1	intermediate	filament	TRUE
ENSG00000115604	17.965	1.542	0.482	3.198	0.00138343627145376	0.00496492710883023	28.49	19.89	31.81	12.63	6.03	8.95	IL18R1	interleukin	18	TRUE
ENSG00000103495	2948.864	0.18	0.056	3.198	0.00138510796436738	0.00496853629421884	3098.12	3275.7	3024.74	2852.63	2596.7	2845.3	MAZ	MYC	associated	TRUE
ENSG00000130518	32.611	-1.135	0.355	-3.198	0.00138488909776775	0.00496853629421884	16.28	21.78	23.13	30.52	51.23	52.73	IQCN	IQ	motif	TRUE
ENSG00000157514	724.552	-0.253	0.079	-3.198	0.00138611002721511	0.0049711202093924	662.36	676.16	644.85	781.82	754.4	827.72	TSC22D3	TSC22	domain	TRUE
ENSG00000118260	897.166	0.243	0.076	3.196	0.00139198261271122	0.0049901530274867	995.06	953.64	968.73	882.83	818.69	764.05	CREB1	cAMP	responsive	TRUE
ENSG00000152990	1218.185	0.241	0.076	3.196	0.00139188971913169	0.0049901530274867	1436.63	1207.43	1315.73	1185.88	1096.94	1066.49	ADGRA3	adhesion	G	TRUE
ENSG00000176124	220.445	0.417	0.13	3.196	0.00139506337377571	0.00500018144023407	258.43	245.27	252.54	190.46	196.89	179.07	DLEU1	deleted	in	TRUE
ENSG00000145685	1065.74	0.229	0.072	3.195	0.00139754361323959	0.00500805382932831	1231.11	1089.06	1130.66	987	1004.53	952.08	LHFPL2	LHFPL	tetraspan	TRUE
ENSG00000150768	1616.905	0.2	0.063	3.195	0.00139856727330071	0.00501070447459715	1683.87	1697.98	1803.47	1562.58	1528.89	1424.64	DLAT	dihydrolipoamide	S-acetyltransferase	TRUE
ENSG00000109738	881.839	-0.24	0.075	-3.194	0.00140365662834975	0.00502791741925119	866.86	779.39	779.8	976.48	957.31	931.19	GLRB	glycine	receptor	TRUE
ENSG00000171530	1831.843	0.18	0.056	3.193	0.00140746651103736	0.00504054121925191	1972.82	1929.05	1936.49	1674.12	1710.71	1767.86	TBCA	tubulin	folding	TRUE
ENSG00000130741	5250.211	0.136	0.043	3.193	0.00140790508603995	0.00504108872629361	5547.1	5497.38	5449.93	4972.9	5044.74	4989.22	EIF2S3	eukaryotic	translation	TRUE
ENSG00000105202	2807.163	0.165	0.052	3.193	0.00140897128028827	0.00504388278366537	2880.38	2968.87	3052.69	2581.15	2643.92	2715.97	FBL	fibrillarin	TFIID-class	TRUE
ENSG00000101160	9344.624	0.127	0.04	3.193	0.00140990959292617	0.00504621800551364	9631.12	9908.54	9725.82	8838.84	9018.65	8944.78	CTSZ	cathepsin	Z	TRUE
ENSG00000137876	2418.176	0.168	0.053	3.192	0.00141431621666442	0.00506096322105936	2536.49	2497.26	2643.03	2285.47	2305.39	2241.42	RSL24D1	ribosomal	L24	TRUE
ENSG00000115306	17348.453	0.134	0.042	3.192	0.00141516047744343	0.00506295754754446	18046.4	18020.6	18385.55	17171.55	16577.71	15888.9	SPTBN1	spectrin	beta,	TRUE
ENSG00000090520	1513.493	0.194	0.061	3.191	0.00141893799319372	0.00507544311573145	1653.35	1640.22	1552.85	1376.33	1444.51	1413.69	DNAJB11	DnaJ	heat	TRUE
ENSG00000269378	124.025	0.617	0.193	3.189	0.00142966394651104	0.00511277266643439	137.35	121.22	191.82	96.81	100.45	96.5	AC022149.1	NA	NA	TRUE
ENSG00000131373	673.116	0.256	0.08	3.188	0.00143434668099329	0.00512847967297397	738.66	750.98	708.47	601.88	630.84	607.86	HACL1	2-hydroxyacyl-CoA	lyase	TRUE
ENSG00000136542	8.263	-2.429	0.762	-3.187	0.00143937565981847	0.00514541805459824	1.02	3.79	2.89	17.89	12.05	11.94	GALNT5	polypeptide	N-acetylgalactosaminyltransferase	TRUE
ENSG00000137822	453.16	0.319	0.1	3.186	0.0014402554147942	0.00514752011222275	550.44	489.6	469.42	401.96	383.73	423.81	TUBGCP4	tubulin	gamma	TRUE
ENSG00000138663	773.61	0.247	0.078	3.186	0.00144291862913612	0.00515599416992849	883.14	808.74	828	687.11	731.3	703.37	COPS4	COP9	signalosome	TRUE
ENSG00000160917	1987.405	-0.188	0.059	-3.185	0.00144984631635414	0.00517969999029536	1802.91	1914.85	1856.48	2106.59	2018.1	2225.5	CPSF4	cleavage	and	TRUE
ENSG00000167130	231.648	0.408	0.128	3.184	0.00145060569586784	0.00518136386712308	272.67	255.69	264.11	211.5	196.89	189.02	DOLPP1	dolichyldiphosphatase	1	TRUE
ENSG00000198356	2135.107	0.17	0.053	3.183	0.00145624763273893	0.00520046336362649	2277.04	2226.41	2279.64	1999.26	1974.9	2053.39	GET3	guided	entry	TRUE
ENSG00000174791	1126.407	-0.242	0.076	-3.182	0.00146204613065174	0.00522011411884863	1030.67	1119.36	946.56	1234.28	1149.18	1278.39	RIN1	Ras	and	TRUE
ENSG00000166484	523.92	-0.304	0.096	-3.182	0.00146369646862076	0.00522494925931888	461.92	453.62	491.59	524.02	582.63	629.75	MAPK7	mitogen-activated	protein	TRUE
ENSG00000162881	7.219	-2.687	0.845	-3.181	0.00146798046066378	0.0052360046954543	1.02	2.84	1.93	11.57	9.04	16.91	OXER1	oxoeicosanoid	receptor	TRUE
ENSG00000163069	1538.528	-0.235	0.074	-3.181	0.00146750555552907	0.0052360046954543	1338.96	1351.38	1549	1728.84	1742.85	1520.14	SGCB	sarcoglycan	beta	TRUE
ENSG00000172986	259.9	-0.394	0.124	-3.181	0.00146772341124088	0.0052360046954543	217.73	222.55	233.27	320.93	293.32	271.6	GXYLT2	glucoside	xylosyltransferase	TRUE
